Destination,Prefix,Rate(EUR),Connection Fee(EUR),Increment,Minimal Time,Start Time,End Time,Week Day,Effective from,Blocked
Portugal-Mobile-Vodafone,3516091,1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Portugal-Mobile-Vodafone,3516691,1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Portugal-Mobile-Vodafone,35191,1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Portugal-Premium,35170,0.75,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Puerto Rico,1787,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Puerto Rico,1939,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Qatar,974,0.31,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Reunion,262,0.15,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Romania,40,0.15,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Russia,7,0.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Rwanda,250,0.55,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
San Marino,378,0.35,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Sao Tome & Principe,239,2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-AEROMOBILE,8705,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-ELLIPSO,8812,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-ELLIPSO,8813,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Emsat,88213,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Global Personal Number,878,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-GLOBALSTAR AVRASYA,8818,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-GLOBALSTAR AVRASYA,8819,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Inmarsat BGAN,87077,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Inmarsat BGAN HSD,87078,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-INMARSAT GLOBALSTAR M EA,881,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-IRIDIUM,8816,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-JERSEY,88236,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-MCP,88232,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Thuraya,88216,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-UPT,87810,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
SAT-Voxbone,8835100,9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Saudi Arabia,966,0.45,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Senegal,221,0.6,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Serbia,381,0.7,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Seychelles,248,1.4,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Sierra Leone,232,1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Singapore,65,0.1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Slovak Rep-Mobile,4219,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Slovakia,421,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Slovenia,386,1.4,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Solomon Islands,677,1.45,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Somalia,252,0.85,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
South Africa,27,0.34,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
South Sudan,211,0.76,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Spain,34,0.23,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Spain-Non Geo,3451,0.65,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Spain-Non Geo,3470,0.65,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Spain-Non Geo,34901,0.65,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Spain-Non Geo,34902,0.65,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Sri Lanka,94,0.29,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
St. Helena,290,2.3,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
St. Kitts & Nevis,1869,0.36,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
St. Lucia,1758,0.45,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
St. Pierre & Miquelon,508,0.73,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
St. Vincents,1784,0.4,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Sudan,249,0.25,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Suriname,597,1.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Swaziland,268,0.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Sweden,46,0.6,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Switzerland,41,0.7,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Syria,963,0.35,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Taiwan,886,0.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tajikstan,992,0.46,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tanzania,255,0.49,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Thailand,66,0.34,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Togo,228,8.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tokelau,690,3.8,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tonga,676,8.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Trinidad & Tobago,1868,0.44,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tunisia,216,1.42,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Turkey,90,0.9,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Turkmenistan,993,0.23,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Turks & Caicos,1649,0.43,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Tuvalu,688,1.65,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Uganda,256,0.6,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK - Mobile - Other,4471,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK - Mobile - Other,4473,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK - Mobile - Other,4474,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK - Mobile - Other,4475,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Blind and Disabled Directory Enquiries,44195,0.0015,3.6,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Directory Enquiries,44000118,3.975,6.75,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Emergency Services,44112,0,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Emergency Services (hearing-impaired),44999,0,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Emergency Services (hearing-impaired)2,4418000,0,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Fixed Fee 10,4418001,0.0022,0.675,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Fixed Fee 10 2,4418002,0.0022,0.675,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK International Operator,44155,2.175,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Local,44345,0.49,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Local,44820,0.49,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK National Operator,44100,0.0022,2.4,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Premium Rate,4409,8.25,13.485,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK Speaking Clock,44123,0.0503,0.3,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-fixed,44,0.02,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-Local 0843,44843,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-Local 0844,44844,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-Local 0845,44845,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-Mobile-Other,447,0.6,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-National,443,0.1,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-National 0870,44870,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-National 0871,44871,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-National 0872,44872,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-National 0873,44873,0.67,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UK-Personal Numbers,4470,0.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Ukraine,380,0.3,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United Arab Emirates,971,0.25,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United Kingdom - Mobile Others,4477,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United Kingdom - Mobile Others,4478,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United Kingdom - Mobile Others,4479,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
UNITED KINGDOM OTHER MOBILE,4472,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United States,1,0.02,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United States-Alaska,1907,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1218,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1308,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1406,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1605,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1641,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
United states-Premium,1712,1.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Uruguay,598,0.21,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Uzbekistan,998,0.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Vanuatu,678,8.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Venezuela,58,0.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Vietnam,84,0.2,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Virgin Islands GB,1284,0.45,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Virgin Islands USA,1340,0.05,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Wallis & Futuna,681,1.95,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Western Samoa,685,8.5,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Yemen,967,0.25,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Zambia,260,0.7,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
Zimbabwe,263,0.77,0,1,0,00:00:00,23:59:59,,03/05/2022 10:48,
